nombre,nivel,ataque,defensa,estamina,iv_ataque,iv_defensa,iv_estamina,PC
Slaking,13.5,290,166,284,13,9,8,1650
Mewtwo,12.0,300,182,214,4,6,5,1321
Meditite,39.0,78,107,102,11,6,3,596
Beedrill,31.0,169,130,163,14,15,12,1586
Furret,10.5,148,125,198,6,1,11,468
Paras,29.0,121,99,111,14,0,0,732
Exeggcute,7.0,107,125,155,8,10,3,204
Lileep,10.5,105,150,165,15,0,10,364
Lickitung,32.5,108,137,207,10,6,0,1132
Hitmonlee,14.5,224,181,137,10,15,1,995
Lileep,33.0,105,150,165,9,5,10,1055
Mankey,34.0,148,82,120,10,5,13,970
Gloom,19.0,153,136,155,4,11,3,811
Cacnea,41.0,156,74,137,3,14,10,1143
Koffing,30.0,119,141,120,7,5,10,929
Deoxys,31.5,230,218,137,10,11,1,2341
Pelipper,27.0,175,174,155,11,15,2,1543
Shuppet,17.0,138,65,127,12,12,8,463
Slowpoke,5.0,109,98,207,6,1,2,139
Spoink,29.5,125,122,155,12,10,9,1061
Rhyperior,7.5,241,190,251,15,9,14,772
Magmar,2.5,206,154,163,8,0,9,129
Uxie,6.5,156,270,181,5,7,0,405
Shieldon,7.0,76,195,102,5,9,8,147
Wailord,1.0,175,87,347,3,15,13,30
Venusaur,26.5,198,189,190,12,12,8,1981
Mareep,28.0,114,79,146,14,11,7,750
Forretress,30.5,161,205,181,4,12,8,1803
Bonsly,31.0,124,133,137,5,13,2,1000
Growlithe,13.0,136,93,146,11,5,2,410
Misdreavus,11.0,167,154,155,3,7,4,534
Combee,28.0,59,83,102,7,12,12,343
Tyrogue,20.0,64,64,111,5,0,0,207
Aerodactyl,14.5,221,159,190,0,13,11,1063
Alolan,5.0,164,164,146,10,2,15,239
Jumpluff,35.5,118,183,181,4,7,2,1329
Vileplume,19.5,202,167,181,14,4,8,1351
Qwilfish,33.0,184,138,163,3,2,14,1654
Jigglypuff,32.0,80,41,251,5,12,13,556
Magnemite,21.0,165,121,93,6,10,8,737
Spinarak,1.0,105,73,120,5,14,0,9
Victreebel,42.0,207,135,190,8,6,5,2283
Drifloon,28.5,117,80,207,11,6,14,897
Mantyke,11.0,105,179,128,0,7,7,326
Chimchar,33.0,113,86,127,8,6,13,771
Gloom,5.5,153,136,155,12,13,12,243
Arceus,24.5,238,238,236,3,15,4,2596
Mareep,3.0,114,79,146,5,13,1,64
Ursaring,10.5,236,144,207,1,6,9,799
Forretress,30.0,161,205,181,7,4,0,1749
Wingull,15.0,106,61,120,15,14,4,312
Jynx,22.5,223,151,163,4,5,6,1479
Jigglypuff,24.5,80,41,251,14,2,0,426
Whismur,35.5,92,42,162,4,3,10,493
Deoxys,22.0,414,46,137,9,0,3,1332
Combusken,32.0,163,115,155,1,3,6,1250
Granbull,28.5,212,131,207,12,5,0,1911
Rattata,30.0,103,70,102,11,10,15,590
Minun,27.0,147,150,155,7,7,5,1176
Crawdaunt,13.0,224,142,160,3,13,2,834
Piplup,3.5,112,102,142,7,5,14,86
Sandslash,14.5,182,175,181,9,1,0,882
Ivysaur,19.0,151,143,155,15,2,13,878
Delcatty,44.0,132,127,172,6,8,5,1400
Magmar,15.0,206,154,163,15,7,14,998
Lapras,16.0,165,174,277,4,6,15,1106
Swellow,35.0,185,124,155,13,15,10,1739
Blastoise,39.0,171,207,188,15,14,5,2364
Feebas,28.0,29,85,85,13,8,0,186
Wobbuffet,10.5,60,106,382,14,8,12,293
Clefairy,13.5,107,108,172,8,6,6,394
Deoxys,31.5,230,218,137,13,1,12,2408
Leafeon,22.5,216,219,163,6,1,7,1723
Bidoof,5.0,80,73,153,9,6,6,84
Manectric,39.0,215,127,172,11,7,1,2118
Munchlax,38.5,137,117,286,11,7,15,1747
Suicune,16.5,180,235,225,1,1,15,1268
Unown,24.5,136,91,134,6,7,11,740
Meganium,11.5,168,202,190,1,9,13,717
Wailmer,13.0,136,68,277,5,12,12,497
Gible,38.0,124,84,151,13,12,5,1017
Magmar,24.5,206,154,163,15,6,14,1626
Misdreavus,28.5,167,154,155,1,1,0,1324
Houndoom,13.5,224,144,181,1,14,14,951
Noctowl,16.5,145,156,225,11,5,9,891
Piplup,12.0,112,102,142,4,2,8,310
Unown,29.5,136,91,134,1,10,13,878
Skuntank,27.0,184,132,230,5,4,12,1652
Sealeo,23.0,137,132,207,12,8,6,1056
Ludicolo,13.0,173,176,190,8,9,15,817
Stunky,27.0,121,90,160,14,13,3,842
Alolan,6.5,201,145,111,3,12,7,312
Blissey,44.0,129,169,496,9,9,3,2700
Dragonite,39.0,263,198,209,14,15,3,3623
Alolan,26.0,125,129,137,14,0,5,872
Alakazam,27.5,271,167,146,9,12,10,2296
Electrike,42.0,123,78,120,6,6,1,832
Ambipom,15.5,205,143,181,13,10,7,1022
Togetic,22.5,139,181,146,2,3,4,940
Cubone,17.0,90,144,137,15,11,14,487
Hitmontop,31.0,173,207,137,0,14,2,1650
Garchomp,11.0,261,193,239,3,7,14,1165
Houndour,37.0,152,83,128,2,5,0,977
Murkrow,41.0,175,87,155,2,8,14,1418
Tentacool,27.0,97,149,120,2,3,6,660
Absol,9.5,246,120,163,10,8,11,645
Leafeon,24.5,216,219,163,10,6,14,1971
Grumpig,17.0,171,188,190,12,4,4,1071
Diglett,39.0,109,78,67,1,10,11,561
Shroomish,18.0,74,110,155,7,5,8,356
Giratina,16.5,225,187,284,4,10,15,1636
Grumpig,32.5,171,188,190,0,15,5,1897
Lucario,1.5,236,144,172,13,14,11,77
Machamp,1.0,234,159,207,9,9,11,41
Azelf,35.5,270,151,181,2,5,13,2765
Uxie,11.5,156,270,181,11,0,12,782
Lotad,6.5,71,77,120,7,4,2,87
Jigglypuff,35.5,80,41,251,12,1,6,558
Breloom,28.0,241,144,155,0,15,15,1979
Chatot,15.5,183,91,183,9,0,13,709
Rotom,22.5,185,159,137,11,11,12,1252
Banette,5.5,218,126,162,10,2,6,313
Gastly,20.0,186,67,102,12,6,12,644
Mantine,10.5,148,226,163,7,11,14,595
Lickitung,17.5,108,137,207,5,0,10,608
Sharpedo,14.5,243,83,172,4,13,3,828
Regigigas,28.0,287,210,220,6,13,0,3242
Solrock,7.5,178,153,207,13,13,15,481
Drifloon,30.0,117,80,207,0,7,3,846
Raikou,32.0,241,195,207,8,13,4,2885
Beldum,27.0,96,132,120,2,8,4,622
Cascoon,37.5,60,77,137,5,9,14,446
Lickitung,19.0,108,137,207,8,6,4,683
Mightyena,34.5,171,132,172,11,0,5,1601
Krabby,6.0,181,124,102,7,12,13,242
Alolan,11.5,132,132,120,15,8,14,413
Azelf,31.0,270,151,181,3,13,3,2581
Beldum,38.5,96,132,120,1,11,1,779
Weedle,18.0,63,50,120,0,0,1,157
Gastrodon,4.5,169,143,244,1,1,4,240
Mudkip,36.5,126,93,137,15,7,4,993
Banette,15.0,218,126,162,1,6,11,885
Celebi,14.0,210,210,225,12,1,5,1221
Probopass,21.5,135,275,155,1,6,9,1120
Chatot,5.0,183,91,183,4,12,4,218
Slugma,20.5,118,71,120,2,15,6,456
Mantyke,33.0,105,179,128,7,10,10,1016
Tangela,3.5,183,169,163,8,12,11,189
Swablu,36.0,76,132,128,2,15,9,651
Uxie,26.5,156,270,181,0,10,14,1723
Claydol,32.0,140,229,155,6,6,5,1566
Finneon,27.5,96,116,135,13,2,1,677
Flaaffy,18.5,145,109,172,7,3,13,722
Dunsparce,26.5,131,128,225,4,7,6,1127
Oddish,3.0,131,112,128,2,7,0,76
Magnemite,36.0,165,121,93,3,2,9,1108
Chinchou,42.0,106,97,181,3,14,12,1021
Slugma,8.5,118,71,120,7,2,7,180
Wigglytuff,44.0,156,90,295,9,7,4,1845
Venomoth,34.0,179,143,172,13,7,15,1836
Marowak,32.5,144,186,155,14,9,11,1585
Abomasnow,16.5,178,158,207,14,14,10,1092
Ampharos,7.0,211,169,207,3,6,8,506
Croconaw,25.5,150,142,163,0,1,11,1076
Zangoose,35.5,222,124,177,15,9,5,2155
Raichu,22.0,193,151,155,14,9,5,1300
Roserade,26.0,243,185,155,14,6,3,2071
Luxray,28.5,232,156,190,9,9,14,2248
Togepi,15.0,67,116,111,5,1,3,222
Venomoth,6.5,179,143,172,4,15,15,353
Hitmonchan,16.0,193,197,137,9,6,12,1003
Magikarp,4.0,29,85,85,5,14,15,22
Poliwag,12.0,101,82,120,9,9,8,254
Wingull,36.0,106,61,120,1,14,2,602
Giratina,24.5,187,225,284,9,3,3,2192
Alolan,2.0,201,145,111,0,12,14,77
Steelix,1.5,148,272,181,8,11,8,65
Shellos,35.5,103,105,183,15,8,14,1028
Mawile,13.0,155,141,137,3,8,11,544
Alolan,7.5,99,78,120,7,11,6,147
Abomasnow,24.0,178,158,207,9,14,3,1522
Croconaw,4.0,150,142,163,13,12,3,170
Magmortar,31.5,247,172,181,4,2,12,2524
Ponyta,33.5,170,127,137,8,13,0,1396
Omastar,24.0,207,201,172,2,11,6,1738
Spearow,34.5,112,60,120,15,5,4,656
Tangela,35.5,183,169,163,14,8,1,1961
Hitmonlee,26.5,224,181,137,14,6,10,1866
Shiftry,10.5,200,121,207,0,8,15,634
Geodude,6.0,132,132,120,9,14,2,194
Metagross,34.0,257,228,190,5,4,4,3174
Horsea,23.5,129,103,102,8,12,5,637
Solrock,41.0,178,153,207,10,8,12,2232
Crobat,24.5,194,178,198,1,12,12,1702
Cubone,32.5,90,144,137,10,15,4,835
Ambipom,38.0,205,143,181,10,5,0,2135
Darkrai,8.0,285,198,172,12,9,6,802
Rhyperior,3.5,241,190,251,5,11,5,312
Raikou,23.5,241,195,207,6,6,14,2183
Mamoswine,21.0,247,146,242,15,6,12,1929
Carvanha,15.5,171,39,128,15,5,13,405
Delibird,8.0,128,90,128,10,9,7,224
Politoed,33.0,174,179,207,13,7,11,2116
Dewgong,5.5,139,177,207,5,10,12,272
Mothim,14.0,185,98,172,10,4,0,645
Bastiodon,12.0,94,286,155,5,10,10,468
Raichu,24.5,193,151,155,8,0,2,1353
Torchic,16.5,130,87,128,9,4,14,465
Arbok,35.5,167,153,155,8,12,8,1677
Cherrim,3.5,170,153,172,13,11,9,176
Linoone,35.0,142,128,186,8,3,8,1386
Rhyhorn,37.5,140,127,190,11,14,10,1527
Weavile,4.0,243,171,172,4,10,13,295
Squirtle,38.0,94,121,127,5,8,15,812
Kyogre,35.5,270,228,205,0,12,4,3534
Budew,35.5,91,109,120,3,9,2,659
Happiny,15.0,25,77,225,11,8,9,135
Melmetal,18.5,226,190,264,12,7,12,1832
Bonsly,10.0,124,133,137,6,15,3,334
Claydol,26.5,140,229,155,12,6,8,1406
Jolteon,10.5,232,182,163,12,11,1,813
Meganium,2.5,168,202,190,11,9,15,138
Sentret,3.5,79,73,111,8,3,8,46
Tropius,2.0,136,163,223,7,11,6,79
Alolan,39.5,230,153,216,4,5,10,2742
Glameow,28.0,109,82,135,13,6,8,683
Mr.,34.5,192,205,120,14,4,12,1969
Buneary,29.0,130,105,146,6,2,1,882
Cloyster,32.0,186,256,137,1,13,12,2071
Vigoroth,30.0,159,145,190,13,2,0,1538
Persian,28.5,150,136,163,8,1,11,1240
Teddiursa,32.0,142,93,155,13,11,10,1123
Gliscor,32.0,185,222,181,13,8,15,2325
Banette,25.5,218,126,162,9,0,3,1489
Sableye,35.5,141,136,137,0,4,3,1153
Empoleon,39.0,210,186,197,2,5,3,2550
Flaaffy,17.0,145,109,172,3,1,7,630
Persian,29.5,150,136,163,8,10,7,1310
Clefable,8.0,178,162,216,5,7,7,500
Larvitar,33.0,115,93,137,4,3,15,808
Ledyba,26.5,72,118,120,0,11,8,437
Kingler,7.5,240,181,146,11,4,2,545
Skorupi,21.5,93,151,120,6,12,6,544
Gulpin,29.5,80,99,172,8,1,6,618
Ledyba,1.0,72,118,120,11,15,8,9
Meowth,22.0,92,78,120,11,11,14,441
Pidgeotto,23.0,117,105,160,15,7,10,747
Tangela,25.5,183,169,163,2,11,11,1489
Bidoof,36.0,80,73,153,8,5,3,571
Grovyle,16.5,172,120,137,3,5,2,679
Pichu,15.5,77,53,85,0,7,3,154
Gardevoir,36.0,237,195,169,3,6,8,2665
Magneton,11.5,223,169,137,13,6,9,774
Beldum,38.5,96,132,120,10,7,8,864
Rampardos,39.5,295,109,219,6,6,14,3055
Gabite,42.0,172,125,169,11,2,5,1742
Camerupt,20.0,194,136,172,10,1,4,1130
Ditto,17.0,91,91,134,7,12,7,358
Lugia,27.5,193,310,235,12,2,10,2781
Wurmple,11.0,75,59,128,5,6,5,146
Rhyperior,38.5,241,190,251,6,4,13,3416
Aerodactyl,22.0,221,159,190,9,1,11,1619
Alolan,12.0,177,195,181,14,15,9,817
Lairon,36.0,158,198,155,2,6,6,1707
Larvitar,18.0,115,93,137,14,0,12,487
Sentret,16.0,79,73,111,7,4,8,235
Magmar,42.0,206,154,163,9,10,14,2346
Abra,34.0,195,82,93,13,1,2,1054
Drifblim,5.5,180,102,312,11,12,4,339
Golem,44.0,211,198,190,13,2,13,2963
Sandslash,34.0,182,175,181,2,7,6,1938
Ambipom,16.5,205,143,181,13,7,1,1060
Barboach,27.0,93,82,137,10,9,11,575
Swampert,8.5,208,175,225,6,14,11,678
Riolu,12.5,127,78,120,11,4,10,317
Manectric,30.5,215,127,172,10,11,2,1882
Shaymin,3.0,210,210,225,4,3,8,221
Slugma,16.5,118,71,120,7,5,1,352
Nidoqueen,28.0,180,173,207,13,8,9,1906
Sealeo,2.5,137,132,207,9,4,10,93
Carvanha,12.5,171,39,128,4,3,13,300
Masquerain,34.0,192,150,172,1,1,2,1786
Slowking,13.0,177,180,216,0,6,0,823
Sealeo,20.5,137,132,207,10,7,13,940
Vileplume,5.5,202,167,181,2,9,8,348
Snorunt,23.0,95,95,137,10,6,7,519
Relicanth,40.0,162,203,225,2,8,14,2300
Milotic,4.0,192,219,216,1,3,14,285
Lileep,38.0,105,150,165,11,5,2,1132
Regigigas,36.5,287,210,220,14,14,10,4053
Wingull,6.5,106,61,120,15,9,14,131
Bronzong,4.0,161,213,167,7,4,0,209
Electrike,24.0,123,78,120,12,8,7,604
Oddish,37.0,131,112,128,13,13,5,1109
Articuno,11.0,192,236,207,0,2,14,864
Breloom,16.5,241,144,155,7,11,10,1167
Unown,34.5,136,91,134,0,11,11,951
Dragonite,17.5,263,198,209,7,6,6,1765
Bayleef,40.0,122,155,155,0,1,1,1188
Gardevoir,28.0,237,195,169,12,2,7,2316
Regirock,3.5,179,309,190,13,13,5,269
Absol,4.0,246,120,163,9,7,2,241
Lanturn,38.5,146,137,268,11,10,11,1943
Metapod,26.0,45,80,137,10,1,15,283
Scyther,25.0,218,170,172,2,7,0,1712
Nidoqueen,37.5,180,173,207,7,10,0,2192
Ponyta,5.5,170,127,137,8,12,7,235
Suicune,20.0,180,235,225,0,10,12,1547
Sudowoodo,42.0,167,176,172,13,7,14,2126
Sealeo,23.5,137,132,207,7,0,15,1033
Diglett,16.5,109,78,67,13,2,0,263
Primeape,35.0,207,138,163,6,0,8,1897
Leafeon,27.0,216,219,163,2,14,2,2059
Corphish,28.5,141,99,125,5,4,0,842
Toxicroak,30.5,211,133,195,3,6,1,1906
Weedle,24.0,63,50,120,11,9,1,267
Silcoon,31.0,60,77,137,6,13,14,418
Lairon,17.5,158,198,155,15,14,4,991
Krabby,12.5,181,124,102,5,12,8,507
Buizel,5.5,132,67,146,10,10,15,148
Horsea,43.0,129,103,102,13,7,13,1035
Mareep,41.0,114,79,146,5,4,11,859
Lairon,31.5,158,198,155,0,14,2,1581
Uxie,19.5,156,270,181,11,14,7,1342
Raikou,14.5,241,195,207,8,2,8,1326
Dodrio,11.5,218,140,155,1,1,10,685
Taillow,18.5,106,61,120,15,14,8,391
Minun,11.0,147,150,155,13,15,0,502
Mamoswine,37.5,247,146,242,5,13,7,3019
Tropius,12.5,136,163,223,15,2,11,661
Meowth,14.0,92,78,120,10,5,11,265
Porygon-Z,14.0,264,150,198,11,6,9,1234
Granbull,34.0,212,131,207,5,12,5,2157
Shellder,4.5,116,134,102,15,1,10,120
Umbreon,9.0,126,240,216,12,6,0,507
Breloom,37.0,241,144,155,4,10,8,2320
Skiploom,1.0,91,120,146,13,9,8,12
Sceptile,20.0,223,169,172,12,7,10,1501
Slaking,12.5,290,166,284,8,7,9,1496
Electrike,23.0,123,78,120,1,6,0,510
Corsola,34.5,118,156,146,11,0,4,1135
Rapidash,10.5,207,162,163,13,1,10,692
Houndoom,4.5,224,144,181,3,13,7,291
Honchkrow,13.0,243,103,225,8,14,9,963
Igglybuff,36.0,69,32,207,9,3,8,398
Mismagius,22.5,211,187,155,15,13,4,1618
Rapidash,8.0,207,162,163,12,12,11,536
Wurmple,11.5,75,59,128,7,0,12,152
Tangela,37.0,183,169,163,8,3,4,1935
Lapras,11.5,165,174,277,5,11,13,808
Snubbull,23.0,137,85,155,9,12,2,739
Lombre,26.5,112,119,155,9,6,14,831
Heracross,24.0,234,179,190,2,9,0,1910
Alolan,15.5,135,154,181,8,4,11,688
Dunsparce,30.5,131,128,225,0,7,15,1272
Tropius,36.0,136,163,223,10,7,0,1674
Zapdos,40.0,253,185,207,11,15,11,3442
Alolan,37.0,135,90,190,9,9,12,1217
Feebas,22.5,29,85,85,11,1,14,148
Electivire,28.0,249,163,181,12,14,4,2359
Flaaffy,34.5,145,109,172,0,1,15,1196
Ponyta,40.0,170,127,137,8,9,11,1577
Pidgeotto,9.5,117,105,160,13,1,3,288
Chansey,35.0,60,128,487,8,15,0,1040
Kabutops,17.0,220,186,155,0,12,5,1187
Wobbuffet,13.0,60,106,382,12,14,10,362
Skarmory,44.0,148,226,163,5,14,7,2029
Hypno,32.5,144,193,198,0,14,12,1674
Regirock,19.0,179,309,190,10,14,10,1628
Tangrowth,13.0,207,184,225,13,8,1,1063
Bellsprout,17.5,139,61,137,12,9,11,479
Ivysaur,33.0,151,143,155,12,13,13,1483
Seedot,12.5,71,77,120,8,8,4,180
Vulpix,17.0,96,109,116,12,8,8,394
Tyranitar,6.5,251,207,225,10,6,7,652
Bayleef,32.0,122,155,155,12,10,9,1219
Alolan,17.5,125,129,137,8,15,11,606
Lucario,11.5,236,144,172,7,1,8,805
Shroomish,27.0,74,110,155,13,0,5,556
Exploud,33.5,179,137,232,4,8,3,1914
Exeggcute,31.5,107,125,155,3,5,5,870
Azurill,39.0,36,71,137,14,9,15,339
Swablu,31.0,76,132,128,7,15,1,622
Anorith,26.0,176,100,128,11,7,4,1031
Staravia,41.0,142,94,146,4,14,7,1187
Venusaur,9.5,198,189,190,0,10,15,676
Croagunk,32.0,116,76,134,3,14,0,722
Cranidos,20.5,218,71,167,3,11,1,948
Staryu,16.5,137,112,102,9,12,12,511
Flygon,14.5,205,168,190,3,2,14,1002
Fearow,31.0,182,133,163,15,15,9,1710
Leafeon,16.0,216,219,163,13,8,6,1280
Floatzel,19.5,221,114,198,7,13,5,1273
Grovyle,8.0,172,120,137,15,4,1,344
Darkrai,38.5,285,198,172,1,8,3,3318
Hoothoot,41.0,67,88,155,9,10,2,596
Weezing,17.5,174,197,163,6,11,0,1035
Hoppip,11.5,67,94,111,8,0,13,166
Umbreon,21.5,126,240,216,12,2,10,1238
Abomasnow,30.5,178,158,207,10,0,8,1870
Venomoth,30.0,179,143,172,11,13,6,1695
Growlithe,9.5,136,93,146,15,13,11,329
Beldum,7.5,96,132,120,13,10,3,189
Claydol,12.5,140,229,155,9,14,10,665
Wartortle,16.0,126,155,153,13,12,9,652
Vulpix,18.5,96,109,116,6,11,1,398
Snorunt,15.0,95,95,137,12,13,6,355
Hitmontop,12.5,173,207,137,8,15,3,711
Rapidash,18.5,207,162,163,2,6,7,1166
Tangrowth,36.0,207,184,225,6,7,13,2674
Hoothoot,37.0,67,88,155,14,9,13,618
Sentret,7.0,79,73,111,8,10,6,104
Kabutops,30.5,220,186,155,6,2,3,2102
Rapidash,31.0,207,162,163,13,7,8,2035
Paras,29.0,121,99,111,3,8,6,718
Tyrogue,35.5,64,64,111,4,6,9,364
Makuhita,18.0,99,54,176,12,15,3,396
Zubat,6.0,83,73,120,9,4,9,94
Monferno,9.0,158,105,162,10,4,0,356
Azelf,15.0,270,151,181,7,2,11,1270
Kingdra,10.5,194,194,181,1,8,15,727
Goldeen,38.0,123,110,128,12,13,3,1039
Electivire,10.5,249,163,181,1,3,4,821
Froslass,16.0,171,150,172,9,11,8,874
Dewgong,5.0,139,177,207,15,8,3,255
Koffing,11.5,119,141,120,11,7,9,368
Seedot,12.5,71,77,120,7,4,12,179
Teddiursa,38.5,142,93,155,2,0,5,1073
Starly,8.0,101,58,120,13,13,0,148
Drifblim,28.0,180,102,312,5,10,10,1755
Breloom,41.0,241,144,155,12,1,15,2512
Abra,30.0,195,82,93,3,4,12,1007
Rayquaza,39.5,284,170,213,7,10,0,3533
Cherubi,16.5,108,92,128,4,8,9,386
Drapion,40.0,180,202,172,2,1,7,2166
Weezing,31.0,174,197,163,8,14,2,1848
Kabutops,35.0,220,186,155,8,2,13,2350
Gastly,20.0,186,67,102,15,0,1,595
Venonat,33.5,100,100,155,11,12,5,841
Ampharos,25.0,211,169,207,12,10,8,1951
Swellow,33.5,185,124,155,11,9,14,1664
Diglett,7.0,109,78,67,10,8,13,120
Ekans,29.0,110,97,111,11,13,1,695
Rapidash,18.0,207,162,163,11,7,9,1193
Starly,43.0,101,58,120,15,7,12,696
Lopunny,36.0,156,194,163,14,11,8,1874
Nidoking,2.0,204,156,191,4,11,10,105
Cradily,5.5,152,194,200,8,4,9,304
Qwilfish,20.5,184,138,163,8,5,14,1117
Meowth,3.5,92,78,120,10,8,9,60
Tauros,26.5,198,183,181,5,5,11,1823
Typhlosion,3.5,223,173,186,6,6,2,235
Typhlosion,40.0,223,173,186,9,1,10,2675
Seaking,30.0,175,147,190,9,13,13,1775
Piloswine,38.5,181,138,225,2,1,3,1991
Snorlax,35.5,190,169,330,0,9,5,2711
Munchlax,33.0,137,117,286,2,4,0,1453
Igglybuff,44.0,69,32,207,5,11,11,470
Paras,22.5,121,99,111,2,8,13,568
Paras,34.5,121,99,111,4,3,4,779
Chingling,8.0,114,94,128,5,4,13,196
Leafeon,10.5,216,219,163,13,14,10,861
Minun,44.0,147,150,155,10,5,14,1668
Suicune,39.5,180,235,225,11,3,0,2740
Jigglypuff,33.5,80,41,251,0,5,8,494
Infernape,34.0,222,151,183,5,13,5,2276
Stantler,40.0,192,131,177,11,12,5,2045
Alolan,18.0,201,145,111,4,6,4,867
Rotom,22.0,185,159,137,4,4,0,1108
Snover,14.0,115,105,155,10,7,14,429
Relicanth,8.0,162,203,225,9,5,1,522
Typhlosion,12.5,223,173,186,15,7,12,1002
Skitty,38.0,84,79,137,8,8,6,622
Giratina,26.0,187,225,284,0,8,6,2255
Cyndaquil,13.0,116,93,118,4,14,5,319
Shelgon,8.0,172,155,163,0,13,11,414
Deoxys,7.5,230,218,137,9,13,11,580
Unown,22.5,136,91,134,6,10,2,668
Sunkern,8.0,55,55,102,5,0,9,66
Scizor,38.5,236,181,172,8,1,2,2653
Meganium,8.0,168,202,190,14,11,3,519
Magnemite,12.0,165,121,93,6,0,8,404
Bayleef,30.0,122,155,155,3,5,2,1060
Moltres,4.5,251,181,207,8,11,3,389
Latios,19.0,268,212,190,3,8,11,1932
Bronzor,10.0,43,154,149,15,8,8,165
Bibarel,22.0,162,119,188,2,15,9,1046
Charmander,33.0,116,93,118,8,0,12,766
Ampharos,24.5,211,169,207,2,10,12,1843
Cyndaquil,9.5,116,93,118,15,13,13,261
Duskull,37.5,70,162,85,6,7,6,567
Skiploom,1.0,91,120,146,8,0,12,12
Ledyba,1.0,72,118,120,0,14,4,8
Purugly,10.0,172,133,174,1,3,3,479
Kangaskhan,9.5,181,165,233,8,12,12,665
Kingler,35.0,240,181,146,7,10,14,2504
Monferno,16.0,158,105,162,12,14,6,686
Gallade,35.0,237,195,169,6,4,6,2630
Haunter,39.0,223,107,128,11,7,9,1800
Buizel,31.0,132,67,146,9,1,12,795
Phione,23.0,162,162,190,9,2,9,1267
Venusaur,34.5,198,189,190,5,13,0,2288
Scyther,36.5,218,170,172,1,9,4,2306
Aipom,34.0,136,112,146,14,0,0,1095
Turtwig,37.0,119,110,146,9,6,0,995
Pichu,20.5,77,53,85,3,10,15,232
Croconaw,20.5,150,142,163,3,9,6,894
Luxio,19.5,159,95,155,1,9,13,735
Tentacool,39.0,97,149,120,0,9,7,845
Ekans,22.0,110,97,111,9,7,4,510
Alolan,37.5,135,154,181,11,13,4,1545
Bellossom,1.5,169,186,181,6,4,0,59
Donphan,12.0,214,185,207,3,14,13,972
Haunter,14.0,223,107,128,3,3,15,708
Meltan,22.5,118,130,130,6,10,8,692
Houndour,40.0,152,83,128,0,15,3,1075
Stunky,11.5,121,90,160,9,7,0,332
Persian,23.0,150,136,163,10,8,3,1015
Miltank,16.0,157,193,216,11,1,8,999
Piplup,14.0,112,102,142,12,9,5,395
Paras,14.0,121,99,111,10,12,7,374
Vibrava,26.5,134,99,137,15,5,6,859
Trapinch,1.5,162,78,128,10,6,11,33
Lapras,32.5,165,174,277,9,0,14,2183
Espeon,23.5,261,175,163,6,13,15,2048
Exeggcute,21.5,107,125,155,15,12,1,684
Spinarak,20.5,105,73,120,1,12,1,393
Typhlosion,22.0,223,173,186,10,10,4,1705
Metagross,29.5,257,228,190,5,10,13,3031
Octillery,2.5,197,141,181,9,7,3,126
Meowth,16.5,92,78,120,13,10,8,328
Mantine,12.5,148,226,163,11,14,2,705
Shellder,27.5,116,134,102,3,13,6,735
Swellow,31.5,185,124,155,15,5,0,1551
Dustox,23.0,98,162,155,8,4,0,697
Huntail,34.0,197,179,146,11,2,3,1950
Staryu,19.5,137,112,102,0,13,6,553
Ledian,31.5,107,179,146,2,4,14,1023
Arcanine,15.0,227,166,207,6,0,5,1170
Makuhita,5.5,99,54,176,2,5,5,97
Mime,14.5,125,142,85,3,3,7,382
Carvanha,37.5,171,39,128,13,15,14,970
Phione,44.0,162,162,190,14,10,7,2127
Pidgeotto,13.0,117,105,160,3,5,13,384
Dewgong,14.5,139,177,207,2,7,12,732
Sunkern,32.5,55,55,102,5,12,6,284
Voltorb,32.0,109,111,120,11,0,11,800
Alolan,6.0,135,90,190,14,6,5,210
Magnemite,8.0,165,121,93,3,8,9,271
Kecleon,12.5,161,189,155,5,3,8,655
Probopass,25.5,135,275,155,0,0,3,1280
Marshtomp,6.5,156,133,172,12,9,3,297
Porygon-Z,13.5,264,150,198,12,2,8,1176
Onix,21.5,85,232,111,15,14,8,656
Sceptile,20.5,223,169,172,1,9,11,1478
Swablu,39.0,76,132,128,2,13,5,666
Seedot,28.5,71,77,120,3,5,7,384
Mr.,11.5,192,205,120,0,14,11,667
Tyrogue,36.0,64,64,111,4,5,0,350
Lotad,44.0,71,77,120,1,4,6,477
Beedrill,30.5,169,130,163,10,2,11,1464
Grimer,27.0,135,90,190,5,5,8,925
Cacnea,23.0,156,74,137,2,2,15,696
Sealeo,36.5,137,132,207,1,12,14,1460
Murkrow,14.0,175,87,155,0,6,9,540
Shuppet,9.0,138,65,127,2,9,6,221
Glameow,16.0,109,82,135,5,5,3,356
Dunsparce,19.0,131,128,225,15,15,15,917
Alolan,19.0,170,193,177,14,11,6,1205
Elekid,15.0,135,101,128,1,7,6,437
Shaymin,30.5,261,166,225,10,4,13,2942
Spoink,27.0,125,122,155,5,9,10,920
Pinsir,37.5,238,182,163,11,4,6,2658
Blaziken,15.5,240,141,190,2,12,3,1150
Oddish,11.5,131,112,128,9,9,9,369
Dunsparce,31.0,131,128,225,9,1,0,1298
Minun,8.0,147,150,155,14,15,12,376
Gloom,32.5,153,136,155,9,8,12,1401
Lopunny,44.0,156,194,163,0,11,6,1906
Chingling,31.5,114,94,128,4,12,5,768
